id,bank_id/id,sequence,name,display_type,lenght,match_group,need_loop,sub_loop,sub_value_loop,end_line,condition_line,value_type,value_alignment,value_blank_space,value
ttb_format_transaction_127,l10n_th_bank_payment_export_ttb.ttb_h2h,136,Tax Amount 4,,15,line,TRUE,,,,wht_cert,dynamic,rjust,,"wht_cert[1:2].wht_line[3:4] and str(""{:.2f}"".format(wht_cert[1:2].wht_line[3:4].amount)) or """""
ttb_format_transaction_128,l10n_th_bank_payment_export_ttb.ttb_h2h,137,WHT Payer Name,,120,line,TRUE,,,,wht_cert,dynamic,ljust,,"wht_cert[1:2].company_partner_id.name or """""
ttb_format_transaction_129,l10n_th_bank_payment_export_ttb.ttb_h2h,138,WHT Payer Address1 – 4,,160,line,TRUE,,,,wht_cert,dynamic,ljust,,"rec._get_address(wht_cert[1:2].company_partner_id, 160)"
ttb_format_transaction_130,l10n_th_bank_payment_export_ttb.ttb_h2h,139,WHT Payee Name,,120,line,TRUE,,,,wht_cert,dynamic,ljust,,"wht_cert[1:2].partner_id.name or """""
ttb_format_transaction_131,l10n_th_bank_payment_export_ttb.ttb_h2h,140,WHT Payee Address1 – 4,,160,line,TRUE,,,,wht_cert,dynamic,ljust,,"rec._get_address(wht_cert[1:2].partner_id, 160)"
ttb_format_transaction_132,l10n_th_bank_payment_export_ttb.ttb_h2h,141,WHT Document No.,,20,line,TRUE,,,,wht_cert,fixed,ljust,,
ttb_format_transaction_133,l10n_th_bank_payment_export_ttb.ttb_h2h,142,WHT Attach No.,,20,line,TRUE,,,,wht_cert,fixed,ljust,,
ttb_format_transaction_134,l10n_th_bank_payment_export_ttb.ttb_h2h,143,WHT Condition Code,,1,line,TRUE,,,,wht_cert,dynamic,ljust,,"wht_cert[1:2].tax_payer == ""withholding"" and ""3"" or (wht_cert[1:2].tax_payer == ""paid_one_time"" and ""1"") or (wht_cert[1:2].tax_payer == ""paid_continue"" and ""2"") or """""
ttb_format_transaction_135,l10n_th_bank_payment_export_ttb.ttb_h2h,144,WHT Condition Code Desc,,70,line,TRUE,,,TRUE,wht_cert,fixed,ljust,,
ttb_format_transaction_136,l10n_th_bank_payment_export_ttb.ttb_h2h,145,Record Identifier ,,3,line,TRUE,,,,invoices,fixed,ljust,,INV
ttb_format_transaction_137,l10n_th_bank_payment_export_ttb.ttb_h2h,146,Vendor Invoice Number ,,15,line,TRUE,,,,invoices,fixed,ljust,,VENDOR INV. NO.
ttb_format_transaction_138,l10n_th_bank_payment_export_ttb.ttb_h2h,147,Separator ,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_139,l10n_th_bank_payment_export_ttb.ttb_h2h,148,Invoice Amount ,,12,line,TRUE,,,,invoices,fixed,ljust,,INV. AMOUNT
ttb_format_transaction_140,l10n_th_bank_payment_export_ttb.ttb_h2h,149,Separator ,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_141,l10n_th_bank_payment_export_ttb.ttb_h2h,150,Vat Amount,,11,line,TRUE,,,,invoices,fixed,ljust,,VAT AMOUNT
ttb_format_transaction_142,l10n_th_bank_payment_export_ttb.ttb_h2h,151,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_143,l10n_th_bank_payment_export_ttb.ttb_h2h,152,WHT Amount,,11,line,TRUE,,,,invoices,fixed,ljust,,WHT AMOUNT
ttb_format_transaction_144,l10n_th_bank_payment_export_ttb.ttb_h2h,153,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_145,l10n_th_bank_payment_export_ttb.ttb_h2h,154,Net Invoice Amount,,12,line,TRUE,,,,invoices,fixed,ljust,,NET AMOUNT
ttb_format_transaction_146,l10n_th_bank_payment_export_ttb.ttb_h2h,155,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_147,l10n_th_bank_payment_export_ttb.ttb_h2h,156,Payment Details,,24,line,TRUE,,,TRUE,invoices,fixed,ljust,,PAYMENT DETAILS
ttb_format_transaction_148,l10n_th_bank_payment_export_ttb.ttb_h2h,157,=======,,93,line,TRUE,,,TRUE,invoices,fixed,ljust,=,INV
ttb_format_transaction_149,l10n_th_bank_payment_export_ttb.ttb_h2h,158,Record Identifier ,,3,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,INV
ttb_format_transaction_150,l10n_th_bank_payment_export_ttb.ttb_h2h,159,Vendor Invoice Number ,,15,line,TRUE,TRUE,invoices,,invoices,dynamic,ljust,,"sub_line.name != ""/"" and sub_line.name[:15] or """""
ttb_format_transaction_151,l10n_th_bank_payment_export_ttb.ttb_h2h,160,Separator ,,1,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,
ttb_format_transaction_152,l10n_th_bank_payment_export_ttb.ttb_h2h,161,Invoice Amount ,,12,line,TRUE,TRUE,invoices,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sub_line.amount_untaxed))"
ttb_format_transaction_153,l10n_th_bank_payment_export_ttb.ttb_h2h,162,Separator ,,1,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,
ttb_format_transaction_154,l10n_th_bank_payment_export_ttb.ttb_h2h,163,Vat Amount,,11,line,TRUE,TRUE,invoices,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sub_line.amount_tax))"
ttb_format_transaction_155,l10n_th_bank_payment_export_ttb.ttb_h2h,164,Separator,,1,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,
ttb_format_transaction_156,l10n_th_bank_payment_export_ttb.ttb_h2h,165,WHT Amount,,11,line,TRUE,TRUE,invoices,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(rec._get_amount_wht_invoice(sub_line, line)))"
ttb_format_transaction_157,l10n_th_bank_payment_export_ttb.ttb_h2h,166,Separator,,1,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,
ttb_format_transaction_158,l10n_th_bank_payment_export_ttb.ttb_h2h,167,Net Invoice Amount,,12,line,TRUE,TRUE,invoices,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sub_line.amount_total - rec._get_amount_wht_invoice(sub_line, line)))"
ttb_format_transaction_159,l10n_th_bank_payment_export_ttb.ttb_h2h,168,Separator,,1,line,TRUE,TRUE,invoices,,invoices,fixed,ljust,,
ttb_format_transaction_160,l10n_th_bank_payment_export_ttb.ttb_h2h,169,Payment Details,,24,line,TRUE,TRUE,invoices,TRUE,invoices,dynamic,ljust,,sub_line.narration[:24]
ttb_format_transaction_161,l10n_th_bank_payment_export_ttb.ttb_h2h,170,=======,,93,line,TRUE,,,TRUE,invoices,fixed,ljust,=,INV
ttb_format_transaction_162,l10n_th_bank_payment_export_ttb.ttb_h2h,171,Record Identifier,,3,line,TRUE,,,,invoices,fixed,ljust,,INV
ttb_format_transaction_163,l10n_th_bank_payment_export_ttb.ttb_h2h,172,Total Amount ,,16,line,TRUE,,,,invoices,fixed,ljust,,TOTAL AMOUNT
ttb_format_transaction_164,l10n_th_bank_payment_export_ttb.ttb_h2h,173,Total Invoice Amount ,,12,line,TRUE,,,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sum(invoices.mapped(""amount_untaxed""))))"
ttb_format_transaction_165,l10n_th_bank_payment_export_ttb.ttb_h2h,174,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_166,l10n_th_bank_payment_export_ttb.ttb_h2h,175,Total Vat Amount,,11,line,TRUE,,,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sum(invoices.mapped(""amount_tax""))))"
ttb_format_transaction_167,l10n_th_bank_payment_export_ttb.ttb_h2h,176,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_168,l10n_th_bank_payment_export_ttb.ttb_h2h,177,Total WHT Amount,,11,line,TRUE,,,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(rec._get_amount_wht_invoice(invoices, line)))"
ttb_format_transaction_169,l10n_th_bank_payment_export_ttb.ttb_h2h,178,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_170,l10n_th_bank_payment_export_ttb.ttb_h2h,179,Total Net Amount,,12,line,TRUE,,,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(sum(invoices.mapped(""amount_total"")) - rec._get_amount_wht_invoice(invoices, line)))"
ttb_format_transaction_171,l10n_th_bank_payment_export_ttb.ttb_h2h,180,Filler,,25,line,TRUE,,,TRUE,invoices,fixed,ljust,,
ttb_format_transaction_172,l10n_th_bank_payment_export_ttb.ttb_h2h,181,Record Identifier,,3,line,TRUE,,,,invoices,fixed,ljust,,INV
ttb_format_transaction_173,l10n_th_bank_payment_export_ttb.ttb_h2h,182,Net Payment Amount,,20,line,TRUE,,,,invoices,fixed,ljust,,NET PAYMENT AMOUNT =
ttb_format_transaction_174,l10n_th_bank_payment_export_ttb.ttb_h2h,183,Total Net Amount,,15,line,TRUE,,,,invoices,dynamic,rjust,,"str(""{:.2f}"".format(line.payment_id.amount))"
ttb_format_transaction_175,l10n_th_bank_payment_export_ttb.ttb_h2h,184,Separator,,1,line,TRUE,,,,invoices,fixed,ljust,,
ttb_format_transaction_176,l10n_th_bank_payment_export_ttb.ttb_h2h,185,Currency ,,3,line,TRUE,,,,invoices,dynamic,ljust,,line.currency_id.name
ttb_format_transaction_177,l10n_th_bank_payment_export_ttb.ttb_h2h,186,Filler,,51,line,TRUE,,,TRUE,invoices,fixed,ljust,,
